"id","name","mechanic","equipment","primary_muscle","secondary_muscles","beginner_friendly","instructions","images","hypertrophy_score","rep_range","hidden","bench_required","pull_up_bar_required"
3,Ab Roller,compound,ab roller,abdominals,{shoulders},false,"{""Hold the Ab Roller with both hands and kneel on the floor."",""Now place the ab roller on the floor in front of you so that you are on all your hands and knees (as in a kneeling push up position). This will be your starting position."",""Slowly roll the ab roller straight forward, stretching your body into a straight position. Tip: Go down as far as you can without touching the floor with your body. Breathe in during this portion of the movement."",""After a pause at the stretched position, start pulling yourself back to the starting position as you breathe out. Tip: Go slowly and keep your abs tight at all times.""}","{Ab_Roller/0.jpg,Ab_Roller/1.jpg}",3,"6-10",false,false,false
481,Standing Dumbbell Triceps Extension,isolation,dumbbell,triceps,{},true,"{""To begin, stand up with a dumbbell held by both hands. Your feet should be about shoulder width apart from each other. Slowly use both hands to grab the dumbbell and lift it over your head until both arms are fully extended."",""The resistance should be resting in the palms of your hands with your thumbs around it. The palm of the hands should be facing up towards the ceiling. This will be your starting position."",""Keeping your upper arms close to your head with elbows in and perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step."",""Go back to the starting position by using the triceps to raise the dumbbell. Breathe out as you perform this step."",""Repeat for the recommended amount of repetitions.""}","{Standing_Dumbbell_Triceps_Extension/0.jpg,Standing_Dumbbell_Triceps_Extension/1.jpg}",1,"8-12",false,false,false
485,Standing Leg Curl,isolation,machine,hamstrings,{},true,"{""Adjust the machine lever to fit your height and lie with your torso bent at the waist facing forward around 30-45 degrees (since an angled position is more favorable for hamstrings recruitment) with the pad of the lever on the back of your right leg (just a few inches under the calves) and the front of the right leg on top of the machine pad."",""Keeping the torso bent forward, ensure your leg is fully stretched and grab the side handles of the machine. Position your toes straight. This will be your starting position."",""As you exhale, curl your right leg up as far as possible without lifting the upper leg from the pad. Once you hit the fully contracted position, hold it for a second."",""As you inhale, bring the legs back to the initial position. Repeat for the recommended amount of repetitions."",""Perform the same exercise now for the left leg.""}","{Standing_Leg_Curl/0.jpg,Standing_Leg_Curl/1.jpg}",2,"6-10",false,false,false
498,Standing Towel Triceps Extension,isolation,body only,triceps,{},true,"{""To begin, stand up with both arms fully extended above the head holding one end of a towel with both hands. Your elbows should be in and the arms perpendicular to the floor with the palms facing each other while your feet should be shoulder width apart from each other. This is the starting position."",""Now communicate with your partner so that he/she can grip the other side of the towel to apply resistance. Keeping your upper arms close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step."",""Go back to the starting position by using the triceps to raise the towel. Breathe out as you perform this step."",""Repeat for the recommended amount of repetitions.""}","{Standing_Towel_Triceps_Extension/0.jpg,Standing_Towel_Triceps_Extension/1.jpg}",1,"8-12",false,false,false
499,Step-up with Knee Raise,compound,body only,glutes,"{hamstrings,quadriceps}",true,"{""Stand facing a box or bench of an appropriate height with your feet together. This will be your starting position."",""Begin the movement by stepping up, putting your left foot on the top of the bench. Extend through the hip and knee of your front leg to stand up on the box. As you stand on the box with your left leg, flex your right knee and hip, bringing your knee as high as you can."",""Reverse this motion to step down off the box, and then repeat the sequence on the opposite leg.""}","{Step-up_with_Knee_Raise/0.jpg,Step-up_with_Knee_Raise/1.jpg}",2,"10-15",false,true,false
500,Stiff-Legged Barbell Deadlift,compound,barbell,hamstrings,"{glutes,""lower back""}",false,"{""Grasp a bar using an overhand grip (palms facing down). You may need some wrist wraps if using a significant amount of weight."",""Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position."",""Keeping the knees stationary, lower the barbell to over the top of your feet by bending at the hips while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Inhale as you perform this movement."",""Start bringing your torso up straight again by extending your hips until you are back at the starting position. Exhale as you perform this movement."",""Repeat for the recommended amount of repetitions.""}","{Stiff-Legged_Barbell_Deadlift/0.jpg,Stiff-Legged_Barbell_Deadlift/1.jpg}",2,"6-10",false,false,false
501,Stiff-Legged Dumbbell Deadlift,compound,dumbbell,hamstrings,"{glutes,""lower back""}",true,"{""Grasp a couple of dumbbells holding them by your side at arm's length."",""Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position."",""Keeping the knees stationary, lower the dumbbells to over the top of your feet by bending at the waist while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Exhale as you perform this movement"",""Start bringing your torso up straight again by extending your hips and waist until you are back at the starting position. Inhale as you perform this movement."",""Repeat for the recommended amount of repetitions.""}","{Stiff-Legged_Dumbbell_Deadlift/0.jpg,Stiff-Legged_Dumbbell_Deadlift/1.jpg}",2,"6-10",false,false,false
502,Stiff Leg Barbell Good Morning,compound,barbell,lower back,"{glutes,hamstrings}",true,"{""This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it."",""Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso."",""Step away from the rack and position your legs using a shoulder width medium stance. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position."",""Keeping your legs stationary, move your torso forward by bending at the hips while inhaling. Lower your torso until it is parallel with the floor."",""Begin to raise the bar as you exhale by elevating your torso back to the starting position."",""Repeat for the recommended amount of repetitions.""}","{Stiff_Leg_Barbell_Good_Morning/0.jpg,Stiff_Leg_Barbell_Good_Morning/1.jpg}",2,"6-10",false,false,false
504,Straight-Arm Pulldown,isolation,cable,lats,{},true,"{""You will start by grabbing the wide bar from the top pulley of a pulldown machine and using a wider than shoulder-width pronated (palms down) grip. Step backwards two feet or so."",""Bend your torso forward at the waist by around 30-degrees with your arms fully extended in front of you and a slight bend at the elbows. If your arms are not fully extended then you need to step a bit more backwards until they are. Once your arms are fully extended and your torso is slightly bent at the waist, tighten the lats and then you are ready to begin."",""While keeping the arms straight, pull the bar down by contracting the lats until your hands are next to the side of the thighs. Breathe out as you perform this step."",""While keeping the arms straight, go back to the starting position while breathing in."",""Repeat for the recommended amount of repetitions.""}","{Straight-Arm_Pulldown/0.jpg,Straight-Arm_Pulldown/1.jpg}",3,"8-12",false,false,false
516,Thigh Adductor,isolation,machine,adductors,"{glutes,hamstrings}",true,"{""To begin, sit down on the adductor machine and select a weight you are comfortable with. When your legs are positioned properly on the leg pads of the machine, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position."",""Slowly press against the machine with your legs to move them towards each other while exhaling."",""Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary and avoid fast jerking motions in order to prevent any injuries from occurring."",""Repeat for the recommended amount of repetitions.""}","{Thigh_Adductor/0.jpg,Thigh_Adductor/1.jpg}",4,"8-12",false,false,false
21,Band Assisted Pull-Up,compound,bands,lats,"{abdominals,forearms,""middle back""}",true,"{""Choke the band around the center of the pullup bar. You can use different bands to provide varying levels of assistance."",""Pull the end of the band down, and place one bent knee into the loop, ensuring it won't slip out. Take a medium to wide grip on the bar. This will be your starting position."",""Pull yourself upward by contracting the lats as you flex the elbow. The elbow should be driven to your side. Pull to the front, attempting to get your chin over the bar. Avoid swinging or jerking movements."",""After a brief pause, return to the starting position.""}","{Band_Assisted_Pull-Up/0.jpg,Band_Assisted_Pull-Up/1.jpg}",3,"8-12",false,false,true
519,Triceps Pushdown,isolation,cable,triceps,{},true,"{""Attach a straight or angled bar to a high pulley and grab with an overhand grip (palms facing down) at shoulder width."",""Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the bar. This is your starting position."",""Using the triceps, bring the bar down until it touches the front of your thighs and the arms are fully extended perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement."",""After a second hold at the contracted position, bring the bar slowly up to the starting point. Breathe in as you perform this step."",""Repeat for the recommended amount of repetitions.""}","{Triceps_Pushdown/0.jpg,Triceps_Pushdown/1.jpg}",4,"8-12",false,false,false
521,Triceps Pushdown - V-Bar Attachment,isolation,cable,triceps,{},true,"{""Attach a V-Bar to a high pulley and grab with an overhand grip (palms facing down) at shoulder width."",""Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the bar. The thumbs should be higher than the small finger. This is your starting position."",""Using the triceps, bring the bar down until it touches the front of your thighs and the arms are fully extended perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement."",""After a second hold at the contracted position, bring the V-Bar slowly up to the starting point. Breathe in as you perform this step."",""Repeat for the recommended amount of repetitions.""}","{Triceps_Pushdown_-_V-Bar_Attachment/0.jpg,Triceps_Pushdown_-_V-Bar_Attachment/1.jpg}",3,"8-12",false,false,false
522,Tricep Dumbbell Kickback,isolation,dumbbell,triceps,{},true,"{""Start with a dumbbell in each hand and your palms facing your torso. Keep your back straight with a slight bend in the knees and bend forward at the waist. Your torso should be almost parallel to the floor. Make sure to keep your head up. Your upper arms should be close to your torso and parallel to the floor. Your forearms should be pointed towards the floor as you hold the weights. There should be a 90-degree angle formed between your forearm and upper arm. This is your starting position."",""Now, while keeping your upper arms stationary, exhale and use your triceps to lift the weights until the arm is fully extended. Focus on moving the forearm."",""After a brief pause at the top contraction, inhale and slowly lower the dumbbells back down to the starting position."",""Repeat the movement for the prescribed amount of repetitions.""}","{Tricep_Dumbbell_Kickback/0.jpg,Tricep_Dumbbell_Kickback/1.jpg}",1,"8-12",false,false,false
214,Hyperextensions (Back Extensions),isolation,machine,lower back,"{glutes,hamstrings}",true,"{""Lie face down on a hyperextension bench, tucking your ankles securely under the footpads."",""Adjust the upper pad if possible so your upper thighs lie flat across the wide pad, leaving enough room for you to bend at the waist without any restriction."",""With your body straight, cross your arms in front of you (my preference) or behind your head. This will be your starting position. Tip: You can also hold a weight plate for extra resistance in front of you under your crossed arms."",""Start bending forward slowly at the waist as far as you can while keeping your back flat. Inhale as you perform this movement. Keep moving forward until you feel a nice stretch on the hamstrings and you can no longer keep going without a rounding of the back. Tip: Never round the back as you perform this exercise. Also, some people can go farther than others. The key thing is that you go as far as your body allows you to without rounding the back."",""Slowly raise your torso back to the initial position as you inhale. Tip: Avoid the temptation to arch your back past a straight line. Also, do not swing the torso at any time in order to protect the back from injury."",""Repeat for the recommended amount of repetitions.""}","{Hyperextensions_Back_Extensions/0.jpg,Hyperextensions_Back_Extensions/1.jpg}",3,"8-12",false,true,false
517,Trap Bar Deadlift,compound,barbell,quadriceps,"{glutes,hamstrings}",true,"{""For this exercise load a trap bar, also known as a hex bar, to an appropriate weight resting on the ground. Stand in the center of the apparatus and grasp both handles."",""Lower your hips, look forward with your head and keep your chest up."",""Begin the movement by driving through the heels and extend your hips and knees. Avoid rounding your back at all times."",""At the completion of the movement, lower the weight back to the ground under control.""}","{Trap_Bar_Deadlift/0.jpg,Trap_Bar_Deadlift/1.jpg}",2,"6-10",false,false,false
33,Barbell Incline Bench Press,compound,barbell,chest,"{shoulders,triceps}",true,"{""Lie back on an incline bench. Using a medium-width grip (a grip that creates a 90-degree angle in the middle of the movement between the forearms and the upper arms), lift the bar from the rack and hold it straight over you with your arms locked. This will be your starting position."",""As you breathe in, come down slowly until you feel the bar on you upper chest."",""After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms in the contracted position, squeeze your chest, hold for a second and then start coming down slowly again. Tip: it should take at least twice as long to go down than to come up."",""Repeat the movement for the prescribed amount of repetitions."",""When you are done, place the bar back in the rack.""}","{Barbell_Incline_Bench_Press_-_Medium_Grip/0.jpg,Barbell_Incline_Bench_Press_-_Medium_Grip/1.jpg}",2,"8-12",false,true,false
64,Bodyweight Walking Lunge,compound,body only,quadriceps,"{calves,glutes,hamstrings}",true,"{""Begin standing with your feet shoulder width apart and your hands on your hips."",""Step forward with one leg, flexing the knees to drop your hips. Descend until your rear knee nearly touches the ground. Your posture should remain upright, and your front knee should stay above the front foot."",""Drive through the heel of your lead foot and extend both knees to raise yourself back up."",""Step forward with your rear foot, repeating the lunge on the opposite leg.""}","{Bodyweight_Walking_Lunge/0.jpg,Bodyweight_Walking_Lunge/1.jpg}",1,"12-20",false,false,false
71,Machine Chest Fly,isolation,machine,chest,{},true,"{""Sit on the machine with your back flat on the pad."",""Take hold of the handles. Tip: Your upper arms should be positioned parallel to the floor; adjust the machine accordingly. This will be your starting position."",""Push the handles together slowly as you squeeze your chest in the middle. Breathe out during this part of the motion and hold the contraction for a second."",""Return back to the starting position slowly as you inhale until your chest muscles are fully stretched."",""Repeat for the recommended amount of repetitions.""}","{Butterfly/0.jpg,Butterfly/1.jpg}",4,"8-12",false,false,false
235,Iron Cross,compound,dumbbell,shoulders,"{chest,glutes,hamstrings,""lower back"",quadriceps,traps}",false,{},"{Iron_Cross/0.jpg,Iron_Cross/1.jpg}",,"",true,,
137,Tricep-Biased Dips,compound,dip bar,triceps,"{chest,shoulders}",true,"{""To get into the starting position, hold your body at arm's length with your arms nearly locked above the bars."",""Now, inhale and slowly lower yourself downward. Your torso should remain upright and your elbows should stay close to your body. This helps to better focus on tricep involvement. Lower yourself until there is a 90 degree angle formed between the upper arm and forearm."",""Then, exhale and push your torso back up using your triceps to bring your body back to the starting position."",""Repeat the movement for the prescribed amount of repetitions.""}","{Dips_-_Triceps_Version/0.jpg,Dips_-_Triceps_Version/1.jpg}",3,"8-12",false,false,false
271,Machine Chest Press,compound,machine,chest,"{shoulders,triceps}",true,"{""Load an appropriate weight onto the pins and adjust the seat for your height. The handles should be near the bottom or middle of the pectorals at the beginning of the motion."",""Your chest and head should be up and your shoulder blades retracted. This will be your starting position."",""Press the handles forward by extending through the elbow."",""After a brief pause at the top, return the weight just above the start position, keeping tension on the muscles by not returning the weight to the stops until the set is complete.""}","{Leverage_Chest_Press/0.jpg,Leverage_Chest_Press/1.jpg}",4,"8-12",false,false,false
16,Arnold Dumbbell Press,compound,dumbbell,front delt,{triceps},false,"{""Sit on an exercise bench with back support and hold two dumbbells in front of you at about upper chest level with your palms facing your body and your elbows bent. Tip: Your arms should be next to your torso. The starting position should look like the contracted portion of a dumbbell curl."",""Now to perform the movement, raise the dumbbells as you rotate the palms of your hands until they are facing forward."",""Continue lifting the dumbbells until your arms are extended above you in straight arm position. Breathe out as you perform this portion of the movement."",""After a second pause at the top, begin to lower the dumbbells to the original position by rotating the palms of your hands towards you. Tip: The left arm will be rotated in a counter clockwise manner while the right one will be rotated clockwise. Breathe in as you perform this portion of the movement."",""Repeat for the recommended amount of repetitions.""}","{Arnold_Dumbbell_Press/0.jpg,Arnold_Dumbbell_Press/1.jpg}",2,"8-12",false,true,false
94,Cable Shoulder Press,compound,cable,front delt,{triceps},true,"{""Move the cables to the bottom of the towers and select an appropriate weight."",""Stand directly in between the uprights. Grasp the cables and hold them at shoulder height, palms facing forward. This will be your starting position."",""Keeping your head and chest up, extend through the elbow to press the handles directly over head."",""After pausing at the top, return to the starting position and repeat.""}","{Cable_Shoulder_Press/0.jpg,Cable_Shoulder_Press/1.jpg}",2,"8-12",false,false,false
105,Clean and Press,compound,barbell,front delt,"{abdominals,calves,glutes,hamstrings,""lower back"",""middle back"",quadriceps,shoulders,traps,triceps}",false,"{""Assume a shoulder-width stance, with knees inside the arms. Now while keeping the back flat, bend at the knees and hips so that you can grab the bar with the arms fully extended and a pronated grip that is slightly wider than shoulder width. Point the elbows out to sides. The bar should be close to the shins. Position the shoulders over or slightly ahead of the bar. Establish a flat back posture. This will be your starting position."",""Begin to pull the bar by extending the knees. Move your hips forward and raise the shoulders at the same rate while keeping the angle of the back constant; continue to lift the bar straight up while keeping it close to your body."",""As the bar passes the knee, extend at the ankles, knees, and hips forcefully, similar to a jumping motion. As you do so, continue to guide the bar with your hands, shrugging your shoulders and using the momentum from your movement to pull the bar as high as possible. The bar should travel close to your body, and you should keep your elbows out."",""At maximum elevation, your feet should clear the floor and you should start to pull yourself under the bar. The mechanics of this could change slightly, depending on the weight used. You should descend into a squatting position as you pull yourself under the bar."",""As the bar hits terminal height, rotate your elbows around and under the bar. Rack the bar across the front of the shoulders while keeping the torso erect and flexing the hips and knees to absorb the weight of the bar."",""Stand to full height, holding the bar in the clean position."",""Without moving your feet, press the bar overhead as you exhale. Lower the bar under control .""}","{Clean_and_Press/0.jpg,Clean_and_Press/1.jpg}",2,"6-10",false,false,false
141,Double Kettlebell Jerk,compound,kettlebells,front delt,"{calves,quadriceps,triceps}",false,"{""Hold a kettlebell by the handle in each hand."",""Clean the kettlebells to your shoulders by extending through the legs and hips as you pull the kettlebells towards your shoulders. Rotate your wrists as you do so, so that the palms face forward. This will be your starting position."",""Dip your body by bending the knees, keeping your torso upright."",""Immediately reverse direction, driving through the heels, in essence jumping to create momentum."",""As you do so, press the kettlebells overhead to lockout by extending the arms, using your body's momentum to move the weights."",""Return your feet to the ground in a split fashion, with one foot forward and one foot back."",""Keeping the weights overhead, return to a standing position, bringing your feet together. Lower the weights to perform the next repetition.""}","{Double_Kettlebell_Jerk/0.jpg,Double_Kettlebell_Jerk/1.jpg}",1,"8-12",false,false,false
280,Low-To-High Cable Fly,isolation,cable,chest,{shoulders},true,"{""To move into the starting position, place the pulleys at the low position, select the resistance to be used and grasp a handle in each hand."",""Step forward, gaining tension in the pulleys. Your palms should be facing forward, hands below the waist, and your arms straight. This will be your starting position."",""With a slight bend in your arms, draw your hands upward and toward the midline of your body. Your hands should come together in front of your chest, palms facing up."",""Return your arms back to the starting position after a brief pause.""}","{Low_Cable_Crossover/0.jpg,Low_Cable_Crossover/1.jpg}",3,"8-12",false,false,false
163,Dumbbell Raise,compound,dumbbell,front delt,{biceps},true,"{""Grab a dumbbell in each arm and stand up straight with your arms extended by your sides with a slight bend at the elbows and your back straight. This will be your starting position. Tip: The dumbbell should be next to your thighs with the palm of your hands facing back."",""Use your side shoulders to lift the dumbbells as you exhale. The dumbbells should be to the side of the body as you move them up. Continue to lift it until the dumbbells are nearly in line with your chin. Tip: Your elbows should drive the motion. As you lift the dumbbell, your elbow should always be higher than your forearm. Also, keep your torso stationary and pause for a second at the top of the movement."",""Lower the dumbbells back down slowly to the starting position. Inhale as you perform this portion of the movement."",""Repeat for the recommended amount of repetitions.""}","{Dumbbell_Raise/0.jpg,Dumbbell_Raise/1.jpg}",2,"8-12",false,false,false
165,Dumbbell Scaption,isolation,dumbbell,front delt,{traps},true,"{""This corrective exercise strengthens the muscles that stabilize your shoulder blade. Hold a light weight in each hand, hanging at your sides. Your thumbs should pointing up."",""Begin the movement raising your arms out in front of you, about 30 degrees off center. Your arms should be fully extended as you perform the movement."",""Continue until your arms are parallel to the ground, and then return to the starting position.""}","{Dumbbell_Scaption/0.jpg,Dumbbell_Scaption/1.jpg}",1,"8-12",false,false,false
167,Dumbbell Shoulder Press,compound,dumbbell,front delt,{triceps},false,"{""While holding a dumbbell in each hand, sit on a military press bench or utility bench that has back support. Place the dumbbells upright on top of your thighs."",""Now raise the dumbbells to shoulder height one at a time using your thighs to help propel them up into position."",""Make sure to rotate your wrists so that the palms of your hands are facing forward. This is your starting position."",""Now, exhale and push the dumbbells upward until they touch at the top."",""Then, after a brief pause at the top contracted position, slowly lower the weights back down to the starting position while inhaling."",""Repeat for the recommended amount of repetitions.""}","{Dumbbell_Shoulder_Press/0.jpg,Dumbbell_Shoulder_Press/1.jpg}",3,"6-10",false,true,false
195,Front Cable Raise,isolation,cable,front delt,{},true,"{""Select the weight on a low pulley machine and grasp the single hand cable attachment that is attached to the low pulley with your left hand."",""Face away from the pulley and put your arm straight down with the hand cable attachment in front of your thighs at arms' length with the palms of the hand facing your thighs. This will be your starting position."",""While maintaining the torso stationary (no swinging), lift the left arm to the front with a slight bend on the elbow and the palms of the hand always faces down. Continue to go up until you arm is slightly above parallel to the floor. Exhale as you execute this portion of the movement and pause for a second at the top."",""Now as you inhale lower the arm back down slowly to the starting position."",""Once all of the recommended amount of repetitions have been performed for this arm, switch arms and perform the exercise with the right one.""}","{Front_Cable_Raise/0.jpg,Front_Cable_Raise/1.jpg}",2,"8-12",false,false,false
250,Kettlebell Seated Press,compound,kettlebells,front delt,{triceps},false,"{""Sit on the floor and spread your legs out comfortably."",""Clean one kettlebell to your shoulder."",""Press the kettlebell up and out until it is locked out overhead. Return to the starting position.""}","{Kettlebell_Seated_Press/0.jpg,Kettlebell_Seated_Press/1.jpg}",1,"6-10",false,false,false
392,Seated Barbell Military Press,compound,barbell,front delt,{triceps},false,"{""Sit on a Military Press Bench with a bar behind your head and either have a spotter give you the bar (better on the rotator cuff this way) or pick it up yourself carefully with a pronated grip (palms facing forward). Tip: Your grip should be wider than shoulder width and it should create a 90-degree angle between the forearm and the upper arm as the barbell goes down."",""Once you pick up the barbell with the correct grip length, lift the bar up over your head by locking your arms. Hold at about shoulder level and slightly in front of your head. This is your starting position."",""Lower the bar down to the collarbone slowly as you inhale."",""Lift the bar back up to the starting position as you exhale."",""Repeat for the recommended amount of repetitions.""}","{Seated_Barbell_Military_Press/0.jpg,Seated_Barbell_Military_Press/1.jpg}",3,"6-10",false,true,false
398,Seated Cable Shoulder Press,compound,cable,front delt,{triceps},true,"{""Adjust the weight to an appropriate amount and be seated, grasping the handles. Your upper arms should be about 90 degrees to the body, with your head and chest up. The elbows should also be bent to about 90 degrees. This will be your starting position."",""Begin by extending through the elbow, pressing the handles together above your head."",""After pausing at the top, return the handles to the starting position. Ensure that you maintain tension on the cables."",""You can also execute this movement with your back off the pad and alternate hands.""}","{Seated_Cable_Shoulder_Press/0.jpg,Seated_Cable_Shoulder_Press/1.jpg}",2,"8-12",false,false,false
405,Seated Dumbbell Press,compound,dumbbell,front delt,{triceps},true,"{""Grab a couple of dumbbells and sit on a military press bench or a utility bench that has a back support on it as you place the dumbbells upright on top of your thighs."",""Clean the dumbbells up one at a time by using your thighs to bring the dumbbells up to shoulder height at each side."",""Rotate the wrists so that the palms of your hands are facing forward. This is your starting position."",""As you exhale, push the dumbbells up until they touch at the top."",""After a second pause, slowly come down back to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}","{Seated_Dumbbell_Press/0.jpg,Seated_Dumbbell_Press/1.jpg}",4,"6-10",false,true,false
488,Standing Military Press,compound,barbell,front delt,{triceps},true,"{""Start by placing a barbell that is about chest high on a squat rack. Once you have selected the weights, grab the barbell using a pronated (palms facing forward) grip. Make sure to grip the bar wider than shoulder width apart from each other."",""Slightly bend the knees and place the barbell on your collar bone. Lift the barbell up keeping it lying on your chest. Take a step back and position your feet shoulder width apart from each other."",""Once you pick up the barbell with the correct grip length, lift the bar up over your head by locking your arms. Hold at about shoulder level and slightly in front of your head. This is your starting position."",""Lower the bar down to the collarbone slowly as you inhale."",""Lift the bar back up to the starting position as you exhale."",""Repeat for the recommended amount of repetitions.""}","{Standing_Military_Press/0.jpg,Standing_Military_Press/1.jpg}",2,"6-10",false,false,false
81,Cable Internal Rotation,compound,cable,lateral delt,{},true,"{""Sit next to a low pulley sideways (with legs stretched in front of you or crossed) and grasp the single hand cable attachment with the arm nearest to the cable. Tip: If you can adjust the pulley's height, you can use a flat bench to sit on instead."",""Position the elbow against your side with the elbow bent at 90° and the arm pointing towards the pulley. This will be your starting position."",""Pull the single hand cable attachment toward your body by internally rotating your shoulder until your forearm is across your abs. You will be creating an imaginary semi-circle. Tip: The forearm should be perpendicular to your torso at all times."",""Slowly go back to the initial position."",""Repeat for the recommended amount of repetitions and then repeat the movement with the next arm.""}","{Cable_Internal_Rotation/0.jpg,Cable_Internal_Rotation/1.jpg}",1,"10-15",false,false,false
93,Cable Seated Lateral Raise,isolation,cable,lateral delt,"{""middle back"",traps}",true,"{""Stand in the middle of two low pulleys that are opposite to each other and place a flat bench right behind you (in perpendicular fashion to you; the narrow edge of the bench should be the one behind you). Select the weight to be used on each pulley."",""Now sit at the edge of the flat bench behind you with your feet placed in front of your knees."",""Bend forward while keeping your back flat and rest your torso on the thighs."",""Have someone give you the single handles attached to the pulleys. Grasp the left pulley with the right hand and the right pulley with the left after you select your weight. The pulleys should run under your knees and your arms will be extended with palms facing each other and a slight bend at the elbows. This will be the starting position."",""While keeping the arms stationary, raise the upper arms to the sides until they are parallel to the floor and at shoulder height. Exhale during the execution of this movement and hold the contraction for a second."",""Slowly lower your arms to the starting position as you inhale."",""Repeat for the recommended amount of repetitions. Tip: Maintain upper arms perpendicular to torso and a fixed elbow position (10 degree to 30 degree angle) throughout exercise.""}","{Cable_Seated_Lateral_Raise/0.jpg,Cable_Seated_Lateral_Raise/1.jpg}",4,"8-12",false,true,false
181,External Rotation with Band,compound,bands,lateral delt,{},true,"{""Choke the band around a post. The band should be at the same height as your elbow. Stand with your left side to the band a couple of feet away."",""Grasp the end of the band with your right hand, and keep your elbow pressed firmly to your side. We recommend you hold a pad or foam roll in place with your elbow to keep it firmly in position."",""With your upper arm in position, your elbow should be flexed to 90 degrees with your hand reaching across the front of your torso. This will be your starting position."",""Execute the movement by rotating your arm in a backhand motion, keeping your elbow in place."",""Continue as far as you are able, pause, and then return to the starting position.""}","{External_Rotation_with_Band/0.jpg,External_Rotation_with_Band/1.jpg}",1,"8-12",false,false,false
182,External Rotation with Cable,isolation,cable,lateral delt,{},true,"{""Adjust the cable to the same height as your elbow. Stand with your left side to the band a couple of feet away."",""Grasp the handle with your right hand, and keep your elbow pressed firmly to your side. We recommend you hold a pad or foam roll in place with your elbow to keep it firmly in position."",""With your upper arm in position, your elbow should be flexed to 90 degrees with your hand reaching across the front of your torso. This will be your starting position."",""Execute the movement by rotating your arm in a backhand motion, keeping your elbow in place.""}","{External_Rotation_with_Cable/0.jpg,External_Rotation_with_Cable/1.jpg}",1,"10-15",false,false,false
376,Reverse Grip Bent Over Row,compound,barbell,middle back,"{biceps,lats,shoulders}",false,"{""Stand erect while holding a barbell with a supinated grip (palms facing up)."",""Bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Tip: Make sure that you keep the head up. The barbell should hang directly in front of you as your arms hang perpendicular to the floor and your torso. This is your starting position."",""While keeping the torso stationary, lift the barbell as you breathe out, keeping the elbows close to the body and not doing any force with the forearm other than holding the weights. On the top contracted position, squeeze the back muscles and hold for a second."",""Slowly lower the weight again to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}","{Reverse_Grip_Bent-Over_Rows/0.jpg,Reverse_Grip_Bent-Over_Rows/1.jpg}",2,"8-12",false,false,false
361,Pull-Up,compound,body only,lats,"{biceps,""middle back""}",true,"{""Grab the pull-up bar with the palms facing forward using the prescribed grip. Note on grips: For a wide grip, your hands need to be spaced out at a distance wider than your shoulder width. For a medium grip, your hands need to be spaced out at a distance equal to your shoulder width and for a close grip at a distance smaller than your shoulder width."",""As you have both arms extended in front of you holding the bar at the chosen grip width, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position."",""Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar."",""After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched."",""Repeat this motion for the prescribed amount of repetitions.""}","{Pullups/0.jpg,Pullups/1.jpg}",3,"8-12",false,false,true
